complex_id,protein,class,conformation,sample_id,pdb_path
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_33,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_33,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_33/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_34,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_34,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_34/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_35,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_35,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_35/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_36,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_36,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_36/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_37,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_37,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_37/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_38,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_38,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_38/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_39,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_39,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_39/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_4,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_4,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_4/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_40,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_40,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_40/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_41,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_41,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_41/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_42,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_42,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_42/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_5,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_5,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_5/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_6,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_6,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_6/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_7,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_7,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_7/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_8,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_8,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_8/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_9,NPF1.1_Q8LPL2,importer,occluded_holo,outward_occluded_holo__target_model_9,results/minimized_synth/NPF1.1_Q8LPL2/occluded_holo/outward_occluded_holo__target_model_9/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_38,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_38,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_38/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_39,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_39,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_39/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_41,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_41,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_41/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_42,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_42,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_42/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_43,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_43,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_43/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_44,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_44,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_44/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_45,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_45,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_45/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_46,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_46,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_46/model_minimized.pdb
NPF1.1_Q8LPL2__inward_occluded_holo__target_model_47,NPF1.1_Q8LPL2,importer,outward_occluded_holo,inward_occluded_holo__target_model_47,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/inward_occluded_holo__target_model_47/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_40,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_40,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_40/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_41,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_41,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_41/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_43,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_43,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_43/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_44,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_44,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_44/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_45,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_45,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_45/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_46,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_46,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_46/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_47,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_47,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_47/model_minimized.pdb
NPF1.1_Q8LPL2__occluded_holo__target_model_48,NPF1.1_Q8LPL2,importer,outward_occluded_holo,occluded_holo__target_model_48,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/occluded_holo__target_model_48/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_43,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_43,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_43/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_44,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_44,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_44/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_45,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_45,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_45/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_46,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_46,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_46/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_47,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_47,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_47/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_48,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_48,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_48/model_minimized.pdb
NPF1.1_Q8LPL2__outward_occluded_holo__target_model_49,NPF1.1_Q8LPL2,importer,outward_occluded_holo,outward_occluded_holo__target_model_49,results/minimized_synth/NPF1.1_Q8LPL2/outward_occluded_holo/outward_occluded_holo__target_model_49/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_0,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_0,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_0/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_1,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_1,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_1/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_10,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_10,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_10/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_11,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_11,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_11/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_12,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_12,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_12/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_13,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_13,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_13/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_14,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_14,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_14/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_15,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_15,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_15/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_16,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_16,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_16/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_17,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_17,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_17/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_18,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_18,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_18/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_19,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_19,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_19/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_2,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_2,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_2/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_20,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_20,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_20/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_21,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_21,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_21/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_22,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_22,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_22/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_23,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_23,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_23/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_24,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_24,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_24/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_25,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_25,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_25/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_26,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_26,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_26/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_27,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_27,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_27/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_28,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_28,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_28/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_29,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_29,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_29/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_3,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_3,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_3/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_30,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_30,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_30/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_31,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_31,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_31/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_32,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_32,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_32/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_33,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_33,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_33/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_34,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_34,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_34/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_35,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_35,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_35/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_36,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_36,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_36/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_37,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_37,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_37/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_38,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_38,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_38/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_39,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_39,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_39/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_4,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_4,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_4/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_40,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_40,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_40/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_43,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_43,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_43/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_44,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_44,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_44/model_minimized.pdb
NPF1.2_Q9M817__inward_occluded_holo__target_model_47,NPF1.2_Q9M817,importer,inward_occluded_holo,inward_occluded_holo__target_model_47,results/minimized_synth/NPF1.2_Q9M817/inward_occluded_holo/inward_occluded_holo__target_model_47/model_minimized.pdb
